"PhonologicalForm","WrittenForm","SynCatCode","Freq","StressPattern"
"panjtabaqe","پنج‌طبقه","A0","2","WWWS"
"panjtan","پنج‌تن","N1","1","WS"
"panjtAyi","پنج‌تايي","A0","1","WWS"
"panjtimi","پنج‌تيمي","A0","5","WWS"
"panjtoni","پنج‌تني","A0","1","WWS"
"panjul","پنجول","N1","1","WS"
"panjvajhi","پنج‌وجهي","N1","1","WWS"
"panjzel'i","پنج‌ضعلي","A0","1","WWS"
"pAnk","پانك","N1","1","S"
"panke","پنكه","N1","15","WS"
"pAnkerAs","پانكراس","N1","30","WWS"
"pAnkerAtin","پانكراتين","N1","1","WWWS"
"pAnki","پانكي","A0","1","WS"
"pAnkoromAtik","پانكروماتيك","N1","1","WWWWS"
"pAnorAmA","پانوراما","N1","1","WWWS"
"pans","پنس","N1","9","S"
"pAnsad","500","No","1","WS"
"pAnsad","پانصد","Nu","3075","WS"
"pAnsadkiluvAti","پانصد‌كيلوواتي","A0","1","WWWWWS"
"pAnsadnafare","پانصد‌نفره","A0","2","WWWWS"
"pAnsadsAle","پانصد‌ساله","A0","1","WWWS"
"pAnsadtaxtexAbi","پانصد‌تختوابي","A0","1","WWWWWS"
"pAnsadtumAni","پانصد‌توماني","A0","1","WWWWS"
"pAnsemAn","پانسمان","N1","15","WWS"
"pAnsemAnnaSode","پانسمان‌نشده","A0","1","WWWWWS"
"pAnsiyon","پانسيون","N1","5","WWS"
"pAnsiyoner","پانسيونر","N1","1","WWWS"
"pAnte'A","پانته‌آ","N3","1","WWS"
"pAnte'ism","پانته‌ئيسم","N1","1","WWS"
"pAntogerAf","پانتوگراف","N1","1","WWWS"
"pAntomim","پانتوميم","N1","26","WWS"
"pAntorkism","پان‌تركيسم","N1","3","WWS"
"pAntorkism","پان‌توركيسم","N1","1","WWS"
"pAntotenikasid","پانتوتنيك‌اسيد","N1","1","WWWWWS"
"pAnzdah","15","No","1","WS"
"pAnzdah","پانزده","Nu","2100","WS"
"pAnzdahgAne","پانزده‌گانه","A0","6","WWWS"
"pAnzdahkilumetri","پانزده‌كيلومتري","A0","1","WWWWWS"
"pAnzdahmetri","پانزده‌متري","A0","1","WWWS"
"pAnzdahnafare","پانزده‌نفره","A0","3","WWWWS"
"pAnzdahqesmati","پانزده‌قسمتي","A0","1","WWWWS"
"pAnzdahruze","پانزده‌روزه","A0","2","WWWS"
"pAnzdahsAle","پانزده‌ساله","A0","6","WWWS"
"pAnzdahsAlegi","پانزده‌سالگي","N1","3","WWWWS"
"pA'olo","پائولو","N3","27","WWS"
"pAp","پاپ","N1","75","S"
"pApA","پاپا","N1","2","WS"
"pApalak","پاپلك","N1","1","WWS"
"pApardedAr","پاپرده‌دار","A0","1","WWWS"
"pApAsi","پاپاسي","N1","1","WWS"
"pApati","پاپتي","A0","1","WWS"
"pApAverin","پاپاورين","N1","1","WWWS"
"pApAx","پاپاخ","N1","1","WS"
"pApAyA","پاپايا","N1","1","WWS"
"pape","پپه","A0","1","WS"
"pApe'in","پاپئين","N1","1","WWS"
"pApey","پاپي","A0","1","WS"
"pApiC","پاپيچ","A0","1","WS"
"pApirus","پاپيروس","N1","1","WWS"
"pApitAl","پاپيتال","N1","1","WWS"
"pApiyemASe","پاپيه‌ماشه","N1","1","WWWWS"
"pApiyon","پاپيون","N1","1","WWS"
"pApiyoni","پاپيوني","A0","1","WWWS"
"pApuS","پاپوش","N1","1","WS"
"pApuSduz","پاپوش‌دوز","N1","1","WWS"
"pAqore","پاغره","N1","1","WWS"
"pAqqopuq","پاق‌وپوق","N1","1","WWS"
"par","پر","N1","150","S"
"par","پر","V1","5000","S"
"pArAblom","پرابلوم","N1","1","WWS"
"pArAbolA","پارابولا","N1","1","WWWS"
"pArAdAyom","پارادايم","N1","1","WWWS"
"pArAdoks","پارادكس","N1","15","WWS"
"pArAdoks","پارادوكس","N1","8","WWS"
"pArAf","پاراف","N1","2","WS"
"pArAfin","پارافين","N1","60","WWS"
"pArAfini","پارافيني","A0","2","WWWS"
"pArAgerAf","پاراگراف","N1","75","WWWS"
"pArAgu'e","پاراگوئه","N2","17","WWWS"
"pArAgu'e'i","پاراگوئه‌اي","A0","1","WWWWS"
"parak","پرك","N1","1","WS"
"parAkan","پراكن","V1","5000","WWS"
"parAkand","پراكند","V2","5000","WWS"
"parAkande","پراكنده","A0","300","WWWS"
"parAkandegi","پراكندگي","N1","120","WWWWS"
"parAkandeguyi","پراكنده‌گويي","N1","1","WWWWWS"
"parAkandekAri","پراكنده‌كاري","N1","1","WWWWWS"
"parAkandesAzi","پراكنده‌سازي","N1","2","WWWWWS"
"parAkandeSode","پراكنده‌شده","A0","1","WWWWWS"
"pArAlAks","پارالاكس","N1","1","WWS"
"pArAlel","پارالل","N1","1","WWS"
"pArAmetr","پارامتر","N1","50","WWS"
"parAn","پران","V1","5000","WS"
"parAnd","پراند","V2","5000","WS"
"parand","پرند","N1","1","WS"
"parandak","پرندك","N1","1","WWS"
"parande","پرنده","N1","150","WWS"
"parandegAn","پرندگان","N1","1","WWWS"
"parandemAhi","پرنده‌ماهي","N1","1","WWWWS"
"parandeSenAs","پرنده‌شناس","N1","15","WWWWS"
"parandeSenAsi","پرنده‌شناسي","N1","2","WWWWWS"
"parandexAr","پرنده‌خوار","A0","1","WWWS"
"parAne","پرانه","N1","1","WWS"
"parAnid","پرانيد","V2","5000","WWS"
"pArAno'id","پارانوئيد","N1","1","WWWS"
"pArAnoyA","پارانويا","N1","1","WWWS"
"pArAnoyAyi","پارانويايي","N1","1","WWWWS"
"pArAnSim","پارانشيم","N1","1","WWS"
"parAntez","پرانتز","N1","6","WWS"
"parAntezgozAri","پرانتزگذاري","N1","1","WWWWWS"
"parAS","پراش","V1","5000","WS"
"pArAsampAtik","پاراسمپاتيك","N1","1","WWWWS"
"parASid","پراشيد","V2","5000","WWS"
"parast","پرست","V1","5000","WS"
"parastande","پرستنده","A0","30","WWWS"
"parastandegi","پرستندگي","N1","1","WWWWS"
"parastAr","پرستار","N1","15","WWS"
"parastAri","پرستاري","N1","15","WWWS"
"parasteS","پرستش","N1","105","WWS"
"parasteSgAh","پرستشگاه","N1","30","WWWS"
"parasteSgar","پرستشگر","N1","1","WWWS"
"parastid","پرستيد","V2","5000","WWS"
"parastide","پرستيده","A0","6","WWWS"
"parastu","پرستو","N3","15","WWS"
"parastusAdAt","پرستو‌سادات","N3","1","WWWWS"
"parastuyi","پرستويي","N4","9","WWWS"
"pArASut","پاراشوت","N1","1","WWS"
"pArAtifo'id","پاراتيفوئيد","N1","1","WWWWS"
"pArAtiro'id","پاراتيروئيد","N1","2","WWWWS"
"pArAtiyon","پاراتيون","N1","1","WWWS"
"pArAzit","پارازيت","N1","14","WWS"
"parbaste","پر‌بسته","A0","1","WWS"
"pArC","پارچ","N1","1","S"
"parC","پرچ","V1","5000","S"
"parCam","پرچم","N1","255","WS"
"parCamdAr","پرچمدار","N1","15","WWS"
"parCamdAri","پرچمداري","N1","2","WWWS"
"parCami","پرچمي","A0","15","WWS"
"parCamsuzi","پرچم‌سوزي","N1","1","WWWS"
"pArCe","پارچه","N1","165","WS"
"pArCebAfi","پارچه‌بافي","N1","30","WWWS"
"pArCefuruS","پارچه‌فروش","N1","1","WWWS"
"pArCefuruSi","پارچه‌فروشي","N1","1","WWWWS"
"pArCe'i","پارچه‌اي","A0","45","WWS"
"pArCeneveSte","پارچه‌نوشته","A0","4","WWWWS"
"pArCenevisi","پارچه‌نويسي","N1","15","WWWWS"
"parCid","پرچيد","V2","5000","WS"
"pArCin","پارچين","N2","2","WS"
"parCin","پرچين","N1","15","WS"
"parCSode","پرچ‌شده","A0","1","WWS"
"pardAr","پردار","A0","4","WS"
"pardAviz","پرداويز","N1","1","WWS"
"pardAxt","پرداخت","N1","2895","WS"
"pardAxt","پرداخت","V2","5000","WS"
"pardAxte","پرداخته","A0","90","WWS"
"pardAxti","پرداختي","A0","30","WWS"
"pardAxtkAr","پرداختكار","N1","1","WWS"
"pardAxtkonande","پرداخت‌كننده","A0","15","WWWWS"
"pardAxtnaSode","پرداخت‌نشده","A0","5","WWWWS"
"pardAxtSode","پرداخت‌شده","A0","6","WWWS"
"pardAz","پرداز","N1","15","WS"
"pardAz","پرداز","V1","5000","WS"
"pardAzande","پردازنده","A0","12","WWWS"
"pardAzeS","پردازش","N1","75","WWS"
"pardAzeSgar","پردازشگر","N1","6","WWWS"
"pardAzeSSode","پردازش‌شده","A0","1","WWWWS"
"pardAzid","پردازيد","V2","5000","WWS"
"parde","پرده","N1","105","WS"
"pardebardAri","پرد‌ه‌برداري","N1","60","WWWWS"
"pardedAr","پرده‌دار","A0","15","WWS"
"pardedar","پرده‌در","A0","2","WWS"
"pardedAri","پرده‌داري","N1","1","WWWS"
"pardedari","پرده‌دري","N1","7","WWWS"
"pardeduz","پرده‌دوز","N1","10","WWS"
"pardeduzi","پرده‌دوزي","N1","2","WWWS"
"pardegi","پردگي","N1","1","WWS"
"pardehasiri","پرده‌حصيري","N1","1","WWWWS"
"pardekerkere","پرده‌كركره","N1","1","WWWWS"
"pardeneSin","پرده‌نشين","N1","3","WWWS"
"pardepuS","پرده‌پوش","A0","1","WWS"
"pardepuSi","پرده‌پوشي","N1","15","WWWS"
"pardesarA","پرده‌سرا","N1","1","WWWS"
"pardexAni","پرده‌خواني","N1","7","WWWS"
"pardis","پرديس","N3","30","WS"
"pardisAn","پرديسان","N2","15","WWS"
"pardize","پرديزه","N1","1","WWS"
"pArdom","پارادم","N1","1","WS"
"pArdomsAyide","پاردم‌ساييده","N1","1","WWWWS"
"pAre","پاره","A0","75","WS"
"pAre'Ahan","پاره‌آهن","N1","2","WWWS"
"pAre'Ajor","پاره‌آجر","N1","1","WWWS"
"pAreduz","پاره‌دوز","N1","1","WWS"
"pAregi","پارگي","N1","30","WWS"
"pAregi","پاره‌گي","N1","1","WWS"
"pAregoftAr","پاره‌گفتار","N1","215","WWWS"
"pAre'i","پاره‌اي","A0","1","WWS"
"pArekAbi","پاركابي","N1","1","WWWS"
"pArepAre","پاره‌پاره","A0","18","WWWS"
"pArepure","پاره‌پاره","A0","1","WWWS"
"pareS","پرش","N1","180","WS"
"pAresahm","پاره‌سهم","A0","1","WWS"
"pAresang","پاره‌سنگ","N1","1","WWS"
"pareSi","پرشي","A0","1","WWS"
"pAreSode","پاره‌شده","A0","2","WWWS"
"pArevaqt","پاره‌وقت","A0","16","WWS"
"pArexatt","پاره‌خط","N1","1","WWS"
"pargane","پرگنه","N1","1","WWS"
"pargAr","پرگار","N1","5","WS"
"parhAm","پرهام","N3","4","WS"
"parhAmi","پرهامي","N4","1","WWS"
"parhixt","پرهيخت","V2","5000","WS"
"parhiz","پرهيز","N1","405","WS"
"parhiz","پرهيز","V1","5000","WS"
"parhizAne","پرهيزانه","N1","1","WWWS"
"parhizdAr","پرهيزدار","A0","1","WWS"
"parhizgAr","پرهيزگار","A0","34","WWS"
"parhizgAri","پرهيزگاري","N1","60","WWWS"
"parhizid","پرهيزيد","V2","5000","WWS"
"parhizkAr","پرهيزكار","A0","19","WWS"
"parhizkAri","پرهيزكاري","N1","10","WWWS"
"parhun","پرهون","N1","1","WS"
"pari","پري","N3","30","WS"
"pari'AbAd","پري‌آباد","N2","2","WWWS"
"pari'Azar","پري‌آذر","N3","15","WWWS"
"pariCe","پريچه","N1","1","WWS"
"pariCehr","پريچهر","N3","1","WWS"
"pariCehre","پريچهره","A0","1","WWWS"
"parid","پريد","V2","5000","WS"
"paridar","پريدر","N4","15","WWS"
"paride","پريده","A0","14","WWS"
"paridegi","پريدگي","N1","15","WWWS"
"pariderang","پريده‌رنگ","A0","5","WWWS"
"paridoxt","پريدخت","N3","1","WWS"
"parinAz","پري‌ناز","N3","2","WWS"
"pArine","پارينه","N1","5","WWS"
"pArinesangi","پارينه‌سنگي","N1","1","WWWWS"
"paripeykar","پري‌پيكر","A0","1","WWWS"
"parirox","پريرخ","A0","1","WWS"
"pariru","پريرو","A0","1","WWS"
"pariruz","پريروز","Ad","255","WWS"
"pAris","پاريس","N2","705","WS"
"pariS","پريش","V1","5000","WS"
"parisA","پريسا","N3","15","WWS"
"pariSab","پريشب","Ad","45","WWS"
"pariSAhrox","پري‌شاهرخ","N1","1","WWWS"
"pariSAn","پريشان","A0","45","WWS"
"pariSAnguyi","پريشان‌گويي","N1","1","WWWWS"
"pariSAnhAl","پريشان‌حال","A0","1","WWWS"
"pariSAnhAli","پريشان‌حالي","N1","1","WWWWS"
"pariSAni","پريشاني","N1","15","WWWS"
"pariSAnruzegAr","پريشان‌روزگار","A0","1","WWWWWS"
"pariSAnxAter","پريشان‌خاطر","A0","2","WWWWS"
"pariSAnxAteri","پريشان‌خاطري","N1","1","WWWWWS"
"pArisanZermAn","پاري‌سن‌ژرمن","N1","32","WWWWS"
"pArisi","پاريسي","A0","1","WWS"
"pariSid","پريشيد","V2","5000","WWS"
"parisimA","پري‌سيما","A0","1","WWWS"
"parivAr","پري‌وار","A0","1","WWS"
"parivaS","پريوش","N3","7","WWS"
"pariyA","پريا","N3","2","WWS"
"pariyAyi","پريايي","N4","1","WWWS"
"pAriz","پاريز","N2","6","WS"
"parizAd","پريزاد","N3","15","WWS"
"pArizi","پاريزي","N4","45","WWS"
"pArk","پارك","N1","615","S"
"pArkbAzAr","پارك‌بازار","N1","1","WWS"
"pArker","پاركر","N1","12","WS"
"pArkeSahr","پارك‌شهر","N2","1","WWS"
"pArket","پاركت","N1","1","WS"
"pArking","پاركنيگ","N1","3","WS"
"pArking","پاركينگ","N1","45","WS"
"pArkinson","پاركينسن","N1","1","WWS"
"pArkneSin","پارك‌نشين","A0","1","WWS"
"pArkometr","پاركومتر","N1","14","WWS"
"pArksavAr","پارك‌سوار","N1","4","WWS"
"pArkSode","پارك‌شده","A0","5","WWS"
"pArkvey","پارك‌وي","N2","1","WS"
"pArlemAn","پارلمان","N1","450","WWS"
"pArlemAni","پارلماني","N1","330","WWWS"
"pArlemAntArism","پارلمانتاريسم","N1","1","WWWWS"
"pArmidA","پارميدا","N3","1","WWS"
"parniyAn","پرنيان","N3","5","WWS"
"parobAl","پروبال","N1","3","WWS"
"pArolampik","پارالمپيك","N1","4","WWWS"
"paropA","پروپا","N1","1","WWS"
"paropACe","پروپاچه","N1","1","WWWS"
"paropAqors","پروپاقرص","A0","10","WWWS"
"parpar","پرپر","Ad","19","WS"
"parpAyAn","پرپايان","N1","1","WWS"
"parqeyCi","پرقيچي","A0","1","WWS"
"parre","پره","N1","1","WS"
"parrizAn","پرريزان","N1","1","WWS"
"pArs","پارس","N1","150","S"
"pArsA","پارسا","A0","15","WS"
"pArsAbAd","پارس‌آباد","N2","30","WWS"
"pArsA'i","پارسائي","N1","90","WWS"
"pArsAl","پارسال","Ad","60","WS"
"pArsAmaneS","پارسامنش","N4","1","WWWS"
"pArsAneZAd","پارسانژاد","N4","2","WWWS"
"pArsang","پارسنگ","N1","1","WS"
"pArsAxu","پارساخو","N4","7","WWS"
"pArsAyAne","پارسايانه","N1","1","WWWS"
"pArsAyi","پارسايي","N1","15","WWS"
"pArsdAru","پارس‌دارو","N1","5","WWS"
"pArsdekor","پارس‌دكور","N1","1","WWS"
"parse","پرسه","N1","30","WS"
"pArsek","پارسك","N1","1","WS"
"parSekaste","پرشكسته","A0","1","WWWS"
"pArselekterik","پارس‌الكتريك","N1","7","WWWWS"
"parsezan","پرسه‌زن","N1","1","WWS"
"pArsfilm","پارس‌فيلم","N1","1","WS"
"pArsi","پارسي","A0","165","WS"
"pArsigu","پارسي‌گو","A0","2","WWS"
"pArsineZAd","پارسي‌نژاد","A0","1","WWWS"
"pArsiyAn","پارسيان","N4","7","WWS"
"pArsizabAn","پارسي‌زبان","A0","4","WWWS"
"pArSman","پارشمن","N1","1","WS"
"pArsminu","پارس‌مينو","N1","6","WWS"
"pArsonz","پارسونز","N3","22","WS"
"pArsovA","پارسوا","N2","1","WWS"
"pArsSahAb","پارس‌شهاب","N1","3","WWS"
"pArstabAr","پارس‌تبار","A0","1","WWS"
"pArsterAvel","پارس‌تراول","N1","4","WWWS"
"pArsxazar","پارس‌خزر","N1","1","WWS"
"pArsxodrow","پارس‌خودرو","N1","8","WWS"
"pArt","پارت","N1","75","S"
"part","پرت","A0","45","S"
"partAb","پرتاب","N1","330","WS"
"partAbe","پرتابه","N1","1","WWS"
"partAbgar","پرتابگر","N1","3","WWS"
"partAbkonande","پرتاب‌كننده","A0","15","WWWWS"
"partAbSavande","پرتاب‌شونده","A0","15","WWWWS"
"partAbSenAsi","پرتاب‌شناسي","N1","1","WWWWS"
"partAbSode","پرتاب‌شده","A0","2","WWWS"
"partalA","پرطلا","A0","15","WWS"
"partAvusi","پرتاووسي","N1","1","WWWS"
"partAvusi","پرطاووسي","A0","1","WWWS"
"partgAh","پرتگاه","N1","15","WS"
"pArti","پارتي","A0","15","WS"
"pArtibAzi","پارتي‌بازي","N1","1","WWWS"
"pArtiSen","پارتيشن","N1","1","WWS"
"pArtizAn","پارتيزان","N1","6","WWS"
"pArtizAni","پارتيزاني","A0","6","WWWS"
"partkonande","پرت‌كننده","A0","1","WWWS"
"parto'afkan","پرتوافكن","A0","2","WWWS"
"parto'afkani","پرتو‌افكني","N1","1","WWWWS"
"parto'afSAni","پرتوافشاني","N1","7","WWWWS"
"parto'i","پرتوئي","A0","1","WWS"
"partopalA","پرت‌و‌پلا","N1","2","WWWS"
"partopalAgu'i","پرت‌و‌پلا‌گوئي","N1","1","WWWWWS"
"partovi","پرتوي","N4","8","WWS"
"partovi'Azar","پرتوي‌آذر","N4","1","WWWWS"
"partovitabAr","پرتوي‌تبار","N4","1","WWWWS"
"partoviyAn","پرتويان","N4","1","WWWS"
"partow","پرتو","N1","195","WS"
"partowbini","پرتوبيني","N1","1","WWWS"
"partowdahande","پرتودهنده","A0","1","WWWWS"
"partowdarmAni","پرتودرماني","N1","22","WWWWS"
"partowdehi","پرتودهي","N1","1","WWWS"
"partownegAri","پرتونگاري","N1","4","WWWWS"
"partowsanji","پرتوسنجي","N1","1","WWWS"
"partowSenAs","پرتوشناس","N1","1","WWWS"
"partowSenAsi","پرتوشناسي","N1","1","WWWWS"
"partowzA","پرتوزا","A0","3","WWS"
"partowzAyi","پرتوزايي","N1","1","WWWS"
"pAru","پارو","N1","45","WS"
"pAru'i","پاروئي","N1","1","WWS"
"pArupAyAn","پاروپايان","N1","1","WWWS"
"pAruzan","پاروزن","N1","1","WWS"
"pAruzani","پاروزني","N1","1","WWWS"
"parvA","پروا","N1","15","WS"
"parvandAn","پروندان","N1","1","WWS"
"parvande","پرونده","N1","1320","WWS"
"parvandesAz","پرونده‌ساز","A0","2","WWWS"
"parvandesAzi","پرونده‌سازي","N1","3","WWWWS"
"parvAne","پروانه","N1","165","WWS"
"parvAnedAr","پروانه‌دار","A0","6","WWWS"
"parvAnegAn","پروانگان","N1","1","WWWS"
"parvAne'i","پروانه‌اي","A0","3","WWWS"
"parvAnevAr","پروانه‌وار","A0","7","WWWS"
"parvAnevArAn","پروانه‌واران","N1","1","WWWWS"
"parvAnjA","پرونجا","N1","1","WWS"
"parvApiSe","پرواپيشه","A0","1","WWWS"
"parvAr","پروار","A0","15","WS"
"parvar","پرور","V1","5000","WS"
"parvarAn","پروران","V1","5000","WWS"
"parvarAnd","پروراند","V2","5000","WWS"
"parvarAnde","پرورانده","A0","15","WWWS"
"parvarande","پرورنده","A0","3","WWWS"
"parvarAnid","پرورانيد","V2","5000","WWWS"
"parvArband","پرواربند","N1","2","WWS"
"parvArbandi","پرواربندي","N1","9","WWWS"
"parvard","پرورد","V2","5000","WS"
"parvarde","پرورده","A0","15","WWS"
"parvardeSode","پرورده‌شده","A0","2","WWWWS"
"parvardgAr","پروردگار","N1","90","WWS"
"parvareS","پرورش","N1","2940","WWS"
"parvareSdahande","پرورش‌دهنده","A0","15","WWWWWS"
"parvareSgAh","پرورشگاه","N1","15","WWWS"
"parvareSgAhi","پرورشگاهي","A0","1","WWWWS"
"parvareSi","پرورشي","A0","90","WWWS"
"parvareSyAfte","پرورش‌يافته","A0","5","WWWWS"
"parvAri","پرواري","A0","2","WWS"
"parvAz","پرواز","N1","660","WS"
"parvAzi","پروازي","A0","75","WWS"
"parvAzkonAn","پروازكنان","Ad","2","WWWS"
"parvAzmamnu'","پرواز‌ممنوع","N1","10","WWWS"
"parvin","پروين","N3","15","WS"
"parvindoxt","پرويندخت","N3","15","WWS"
"parviz","پرويز","N3","480","WS"
"parvizan","پرويزن","N1","1","WWS"
"parvizani","پرويزني","N1","1","WWWS"
"parvizi","پرويزي","N4","2","WWS"
"parviziyAn","پرويزيان","N4","1","WWWS"
"parxAS","پرخاش","N1","15","WS"
"parxASgar","پرخاشگر","A0","15","WWS"
"parxASgarAne","پرخاشگرانه","Ad","15","WWWWS"
"parxASgari","پرخاشگري","N1","54","WWWS"
"parxASgerAyAne","پرخاشگرايانه","Ad","1","WWWWWS"
"parxASju","پرخاشجو","N1","1","WWS"
"parxASju'i","پرخاش‌جوئي","N1","2","WWWS"
"parxASjuyAne","پرخاشجويانه","Ad","4","WWWWS"
"parxASjuyi","پرخاش‌جويي","N1","3","WWWS"
"pAs","پاس","N1","270","S"
"pAS","پاش","V1","5000","S"
"pas","پس","Ad","9525","S"
"pas","پس","N9","1","S"
"paS","پش","N1","1","S"
"pASA","پاشا","N1","15","WS"
"pasAb","پس‌آب","N1","2","WS"
"pasAb","پساب","N1","30","WS"
"pasACin","پساچين","N1","1","WWS"
"pasale","پسله","N1","1","WWS"
"pasalexor","پسله‌خور","A0","1","WWWS"
"paSAm","پشام","N1","1","WS"
"pasAmodern","پسامدرن","A0","1","WWWS"
"pasAmodernism","پسامدرنيسم","N1","1","WWWWS"
"pasAmodernist","پسامدرنيست","A0","1","WWWWS"
"pasAmodernisti","پسامدرنيستي","A0","1","WWWWWS"
"pasand","پسند","N1","30","WS"
"pasand","پسند","V1","5000","WS"
"pasandAz","پس‌ا‌‌نداز","N1","105","WWS"
"pasandAz","پس‌انداز","N1","1","WWS"
"pasandAzkonande","پس‌انداز‌كننده","A0","2","WWWWWS"
"pASande","پاشنده","A0","1","WWS"
"pASandegi","پاشندگي","N1","1","WWWS"
"paSandi","پشندي","A0","10","WWS"
"pasandid","پسنديد","V2","5000","WWS"
"pasandide","پسنديده","A0","75","WWWS"
"pasandidegi","پسنديدگي","N1","15","WWWWS"
"pasAnfardA","پسان‌فردا","N1","1","WWWS"
"pAsang","پاسنگ","N1","1","WS"
"paSang","پشنگ","N1","15","WS"
